"","Source..A.","Source..B.","WC","Analytic","Clout","Authentic","Tone","WPS","Sixltr","Dic","function.","pronoun","ppron","i","we","you","shehe","they","ipron","article","prep","auxverb","adverb","conj","negate","verb","adj","compare","interrog","number","quant","affect","posemo","negemo","anx","anger","sad","social","family","friend","female","male","cogproc","insight","cause","discrep","tentat","certain","differ","percept","see","hear","feel","bio","body","health","sexual","ingest","drives","affiliation","achieve","power","reward","risk","focuspast","focuspresent","focusfuture","relativ","motion","space","time","work","leisure","home","money","relig","death","informal","swear","netspeak","assent","nonflu","filler","AllPunc","Period","Comma","Colon","SemiC","QMark","Exclam","Dash","Quote","Apostro","Parenth","OtherP"
"35","@eileeniorio Which EMA review, wasn’t there @ least 2 that looked @ POTS &amp; CRPS? And what did he report, potential #hpv #vaccine harm, or patients referred to him for potential hpv vaccine harm?","Negative",33,47.97,61.92,1,1,16.5,21.21,60.61,33.33,15.15,6.06,0,0,0,6.06,0,9.09,0,6.06,3.03,3.03,6.06,0,6.06,3.03,3.03,6.06,3.03,3.03,6.06,0,6.06,0,0,0,6.06,0,0,0,6.06,12.12,3.03,0,0,9.09,0,3.03,3.03,3.03,0,0,0,0,0,0,0,6.06,0,6.06,0,0,0,6.06,0,6.06,0,0,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0,36.36,0,9.09,0,3.03,6.06,0,0,0,0,0,18.18
"36","@EmmaGPaley @Just4TheCause @SpectrumomYeah @MsTrixter @Vbalance03 @seaglass34 @kmerian @KarmicTimes @LilEarthling369 @Plasticdoe @RightWingBlack2 @science_guy5 @omreebt @kidoctr @mcfunny @ChrisJohnsonMD @doritmi @amanda_pompili @StopVaxxedLies @REALITYofJNJ @Golfergirl2018 @RBuzzy1111 @what_if_007 @VeritasEver @MissNeminly @GeoffSchuler @AkathisiaRx @Biegenzahn @ADonatiMD @HenningTveit @DefconOneUG @FoxeoGames @MamaBear11011 @chrisvcsefalvay @SentinelM @CarolePaley @skepticalraptor @MichaelGravener @skeptical_nurse @RyanMarino @wangstar20161 @PharmaNemesis @doctorofinfo @weaponizedword1 @thereal_truther @Wallace_Noll @itsmepanda1 @MrFlu2 @Momogarden81 @ThisMomHCN Hmmm...lower efficacy? How about no efficacy? 2017-2018 Flu Vaccine Update- The live virus nasal spray FluMist had a failure rate of 97%; it was not recommended last year &amp; still is not recommended for 2017-2018 https://t.co/uTk1wZl6lR

But #flu #vaccine profits are sure BIG. 😉","Negative",108,78.91,35.54,4.97,25.77,27,54.63,40.74,16.67,1.85,0,0,0,0,0,0,1.85,1.85,2.78,3.7,2.78,2.78,2.78,4.63,2.78,0.93,1.85,5.56,0,7.41,2.78,2.78,0,0.93,1.85,2.78,0,0.93,0,0.93,8.33,1.85,0.93,0.93,2.78,1.85,3.7,0.93,0,0,0,5.56,0.93,4.63,0,0,4.63,0,0.93,3.7,0.93,0.93,1.85,2.78,0,6.48,0,2.78,3.7,3.7,0.93,0,0.93,0,0,1.85,0,1.85,0,0.93,0,69.44,4.63,0,0,1.85,1.85,0,2.78,0,0,0,58.33
"37","@EmmaGPaley @steffieschiltz @thereal_truther @ThisMomHCN @eTweeetz @what_if_007 @LiamTheBrewer @HenningTveit @DUMPTRUMP7 @Plasticdoe @Boxmenot @ChrisJohnsonMD @Dr_dad_of_3 @BlagenLogin @Organic_Mumzy @and_kell @kenjaques @DrPaolini @jkellyca @ckjellmo @Vbalance03 @science_guy5 @regina1775 @badzoot7 @nicolasDenver @TinFoilAwards @LaLaRueFrench75 @VeritasDolor @markjarthur @semperTT @debnantz @Just4TheCause @itsmepanda1 @FreeBeeCee @jarue369 No connection. All y'all fukin conspiracy theorists. &gt; MT @jarue369 Apr 5 - 10. Dr Cunningham was #CDC Team Lead for Zika. A few days after Dr #TimCunningham went missing, company Takeda announced a new #Zika #vaccine. They even fast-tracked it. #Qanon 
https://t.co/5xiMDtVrhz","Negative",91,87.5,70.88,2.11,11.53,13,49.45,39.56,15.38,4.4,2.2,0,0,1.1,0,1.1,2.2,2.2,3.3,1.1,1.1,2.2,1.1,3.3,3.3,1.1,1.1,4.4,2.2,3.3,1.1,2.2,0,0,1.1,6.59,1.1,1.1,0,2.2,5.49,0,1.1,1.1,2.2,2.2,1.1,0,0,0,0,3.3,0,3.3,0,0,5.49,1.1,2.2,4.4,0,0,2.2,0,0,8.79,4.4,1.1,4.4,4.4,2.2,0,0,0,0,1.1,0,1.1,0,0,0,71.43,7.69,1.1,0,1.1,0,0,2.2,0,1.1,0,58.24
"38","@EmmaGPaley @ThisMomHCN @HelloGeorgeN @cantab_biker @Vbalance03 @erikwilson1975 @thereal_truther @gypsyof7 @GeoffSchuler @margie_moo @Just4TheCause @kidoctr @LiteWorkR @FreeBeeCee @Boxmenot @AngryAmygdala @RBuzzy1111 @BrookeP2705 @doritmi @lawnatural @jarue369 @BillyMontana81 @RyanMarino @MamaBear11011 @Momogarden81 @what_if_007 @Plasticdoe @janem1276 @ChrisJohnsonMD @MrFlu2 @chrisvcsefalvay @JakeLCrosby @JOEWV @jkellyca @_marymason @SentinelM @_CWN @TinFoilAwards @ailsa_graham @KarmicTimes @RustyPee4 @science_guy5 @itsmepanda1 @PharmaNemesis @Organic_Mumzy @steffieschiltz @eTweeetz @POTUS @VP No shit Sherlock. There you go again. #BigPharma shillbot rules &gt;never, ever argue against scientific studies or research articles that clearly show that #vaccines are dangerous, that a #vaccine can injure &amp; kill kids/adults, and that many (MOST) vaccines just don't work anyway.","Negative",102,52.55,50,1,1.76,34,52.94,44.12,21.57,5.88,0.98,0,0,0.98,0,0,4.9,0.98,0.98,2.94,6.86,2.94,2.94,2.94,1.96,0.98,0.98,0.98,1.96,4.9,0.98,3.92,0,2.94,0,5.88,0,0.98,0,0.98,7.84,0,0,0.98,2.94,3.92,2.94,0.98,0.98,0,0,1.96,1.96,0.98,0,0,5.88,0.98,0.98,2.94,0,0.98,0,4.9,0,3.92,0.98,0,2.94,6.86,0.98,0,0,0,0.98,1.96,0.98,0,0,0,0.98,74.51,2.94,2.94,0,1.96,0,0,0,0,0.98,1.96,63.73
"39","@EmmaGPaley @ThisMomHCN @HelloGeorgeN @cantab_biker @Vbalance03 @erikwilson1975 @thereal_truther @gypsyof7 @GeoffSchuler @margie_moo @Just4TheCause @kidoctr @LiteWorkR @FreeBeeCee @Boxmenot @AngryAmygdala @RBuzzy1111 @BrookeP2705 @doritmi @lawnatural @jarue369 @BillyMontana81 @RyanMarino @MamaBear11011 @Momogarden81 @what_if_007 @Plasticdoe @janem1276 @ChrisJohnsonMD @MrFlu2 @chrisvcsefalvay @JakeLCrosby @JOEWV @jkellyca @_marymason @SentinelM @_CWN @TinFoilAwards @ailsa_graham @KarmicTimes @RustyPee4 @science_guy5 @itsmepanda1 @PharmaNemesis @Organic_Mumzy @steffieschiltz @eTweeetz @POTUS @VP Way to dodge facts. Just make asinine comments &amp; ignore #flu #vaccine dangers.&gt; 
More Proof Flu Shots Don’t Work &gt; Yet another meta analysis of 5 flu studies conclude flu vaccinations are a waste, as they do not reduce illness or mortality in the elderly.https://t.co/vOlaNdiC87","Negative",109,87.22,50,1,13.38,54.5,49.54,38.53,14.68,2.75,0.92,0,0,0,0,0.92,1.83,1.83,3.67,1.83,1.83,2.75,0.92,3.67,1.83,1.83,0.92,1.83,1.83,2.75,0.92,1.83,0,0,0,3.67,0,0.92,0,0.92,8.26,1.83,0.92,0.92,1.83,2.75,2.75,0,0,0,0,4.59,0,4.59,0,0,4.59,0.92,0.92,1.83,0,0.92,0,4.59,0,2.75,0,1.83,0.92,5.5,0.92,0,0,0,0.92,0.92,0,0.92,0,0,0,67.89,3.67,0.92,0,2.75,0,0,0,0,0,0,60.55
"40","@erikwilson1975 @seaglass34 @Just4TheCause @Plasticdoe @HenningTveit @amanda_pompili @mcfunny @viriato_d @vincedemello @Vbalance03 @RightWingBlack2 @VeritasEver @carlsmythe @ChrisJohnsonMD @ruthheasman @Rosewind2007 @SpectrumomYeah @doritmi @StopVaxxedLies @GeoffSchuler @steffieschiltz @jdawson38995 @MAhealthforkids @mloxton @EmmaGPaley @maidenwarrior @and_kell @Hi_IQ_Trump @mmelgar09 @Ordnance_Corner @MsTrixter @Cattlechildren @janestaller @RBuzzy1111 @LilEarthling369 @IntactCervix @kidoctr @wade_jeremy76 @SalCross @weaponizedword1 @chrisvcsefalvay @itsmepanda1 @REALITYofJNJ @what_if_007 @MissNeminly @AkathisiaRx @Biegenzahn @ADonatiMD @DefconOneUG @FoxeoGames Everyone read Miller's book. ""This book is so precise &amp; exciting in addressing #vaccine controversy...I recommend this book to any parent who has questions about #vaccines and wants to be factually educated to make informed decisions."" -Gabriel Cousens MD https://t.co/kg7tR7jFi2","Negative",104,78.16,64.99,1,25.77,34.67,61.54,35.58,17.31,5.77,0.96,0.96,0,0,0,0,4.81,0,4.81,2.88,1.92,3.85,0,6.73,0.96,0,1.92,0.96,0.96,1.92,0.96,0.96,0,0.96,0,5.77,0.96,0,0,0,9.62,2.88,0.96,1.92,2.88,2.88,0.96,0,0,0,0,0,0,0,0,0,2.88,1.92,0,0,0.96,0,0.96,4.81,0.96,1.92,0,1.92,0,3.85,2.88,0,0,0,0,0.96,0,0.96,0,0,0,72.12,5.77,0,0,0.96,0,0,0.96,1.92,0.96,0,61.54
"41","@erikwilson1975 @seaglass34 @Just4TheCause @Plasticdoe @HenningTveit @amanda_pompili @mcfunny @viriato_d @vincedemello @Vbalance03 @RightWingBlack2 @VeritasEver @carlsmythe @ChrisJohnsonMD @ruthheasman @Rosewind2007 @SpectrumomYeah @doritmi @StopVaxxedLies @GeoffSchuler @steffieschiltz @jdawson38995 @MAhealthforkids @mloxton @EmmaGPaley @maidenwarrior @and_kell @Hi_IQ_Trump @mmelgar09 @Ordnance_Corner @MsTrixter @Cattlechildren @janestaller @RBuzzy1111 @LilEarthling369 @IntactCervix @kidoctr @wade_jeremy76 @SalCross @weaponizedword1 @chrisvcsefalvay @itsmepanda1 @REALITYofJNJ @what_if_007 @MissNeminly @AkathisiaRx @Biegenzahn @ADonatiMD @DefconOneUG @FoxeoGames Everyone read Miller's book. ""This book is so precise &amp; exciting in addressing #vaccine controversy...I recommend this book to any parent who has questions about #vaccines and wants to be factually educated to make informed decisions."" -Gabriel Cousens MD https://t.co/kg7tR7jFi2","Negative",104,78.16,64.99,1,25.77,34.67,61.54,35.58,17.31,5.77,0.96,0.96,0,0,0,0,4.81,0,4.81,2.88,1.92,3.85,0,6.73,0.96,0,1.92,0.96,0.96,1.92,0.96,0.96,0,0.96,0,5.77,0.96,0,0,0,9.62,2.88,0.96,1.92,2.88,2.88,0.96,0,0,0,0,0,0,0,0,0,2.88,1.92,0,0,0.96,0,0.96,4.81,0.96,1.92,0,1.92,0,3.85,2.88,0,0,0,0,0.96,0,0.96,0,0,0,72.12,5.77,0,0,0.96,0,0,0.96,1.92,0.96,0,61.54
"42","@FrMatthewLC Some contain aborted fetal cels. #gardasil #flushot That is enough for me to not vaccinate beside brain damage it may cause. God created garlic and onions we can use to heal first. Research Gardasil Injuries on YouTube. 
https://t.co/47hXZ344UW","Negative",44,79.25,41.03,11,68.66,8.8,25,63.64,31.82,9.09,4.55,2.27,2.27,0,0,0,4.55,0,11.36,6.82,0,2.27,2.27,11.36,0,0,0,2.27,2.27,6.82,4.55,2.27,0,0,0,2.27,0,0,0,0,13.64,0,6.82,0,4.55,0,2.27,0,0,0,0,6.82,4.55,4.55,0,0,9.09,2.27,4.55,2.27,0,0,2.27,9.09,2.27,9.09,0,6.82,2.27,2.27,2.27,0,0,2.27,0,2.27,0,2.27,0,0,0,22.73,11.36,0,0,0,0,0,0,0,0,0,11.36
"43","@Golfergirl2018 @VeritasEver @amanda_pompili @mcfunny @Vbalance03 @kmerian @MsTrixter @seaglass34 @what_if_007 @Just4TheCause @kidoctr @RogueZebraTMR @jeanetteimpia @SpectrumomYeah @KarmicTimes @LilEarthling369 @Plasticdoe @RightWingBlack2 @science_guy5 @omreebt @ChrisJohnsonMD @doritmi @StopVaxxedLies @EmmaGPaley @REALITYofJNJ @RBuzzy1111 @MissNeminly @GeoffSchuler @AkathisiaRx @Biegenzahn @ADonatiMD @HenningTveit @DefconOneUG @FoxeoGames @MamaBear11011 @chrisvcsefalvay @SentinelM @CarolePaley @skepticalraptor @MichaelGravener @skeptical_nurse @RyanMarino @wangstar20161 @PharmaNemesis @doctorofinfo @weaponizedword1 @thereal_truther @Wallace_Noll @itsmepanda1 @MrFlu2 ""Miller's Review"" published in 2016 is a magnificent piece of work [that] reviews the concern about #vaccine safety &amp; efficacy raised by 400 peer-reviewed published studies...the book doesn't review studies that support vax (mostly funded by industry/govt &amp; ON #CDC's WEBSITE).","Negative",101,92.84,46.04,1,79.81,101,62.38,43.56,15.84,2.97,0,0,0,0,0,0,2.97,2.97,5.94,1.98,1.98,0.99,0.99,2.97,0,0,0.99,2.97,0.99,6.93,3.96,0.99,0,0.99,0,0.99,0,0.99,0,0.99,4.95,1.98,0,0.99,3.96,0.99,0.99,0,0,0,0,1.98,0,1.98,0,0,3.96,0,0.99,0.99,0,1.98,0.99,3.96,0,2.97,0,2.97,0,12.87,2.97,0,0.99,0,0,0,0,0,0,0,0,77.23,3.96,0,0,1.98,0,0,0.99,1.98,2.97,1.98,63.37
"44","@HenningTveit @glhilder @Adman1175 @robinbobula @Charbrevolution @kidoctr @Joshua1_5 @BlueLionBlog @Vbalance03 @boglethemind @PharmaNemesis @3worldmom @carlsmythe @ThisMomHCN @LilEarthling369 @Plasticdoe @Boxmenot @9_11_IsAnInside @ChrisJohnsonMD @CplBart @DEPLORABLBOSTON @what_if_007 @TinFoilAwards @kenjaques @shoshannaclaire @markjarthur @science_guy5 @GingerTaylor @EmmaGPaley @melanaries @jkellyca @Organic_Mumzy @Dr_dad_of_3 @thereal_truther @BlagenLogin @and_kell @ckjellmo @steffieschiltz @regina1775 @badzoot7 @nicolasDenver @LaLaRueFrench75 @VeritasDolor @semperTT @mercola 1-3 ...""Miller's Review"" Story at-a-glance - Comparing vaccination rates in 34 developed nations revealed a significant correlation between infant mortality rates &amp; the number of #vaccine doses infants receive. #vaccines dangers are real &gt; #LearnTheRisk https://t.co/p5FJlUWe62","Negative",99,96.01,69.32,1,25.77,49.5,60.61,32.32,12.12,1.01,0,0,0,0,0,0,1.01,3.03,5.05,1.01,0,2.02,0,1.01,1.01,1.01,1.01,8.08,0,2.02,1.01,1.01,0,0,0,6.06,1.01,1.01,0,2.02,4.04,2.02,0,1.01,1.01,1.01,1.01,2.02,2.02,0,0,2.02,0,2.02,0,0,2.02,0,0,1.01,0,1.01,0,1.01,0,4.04,1.01,3.03,1.01,3.03,0,0,0,0,1.01,1.01,0,1.01,0,0,0,78.79,5.05,0,0,2.02,0,0,4.04,2.02,1.01,0,64.65
"45","@HenningTveit @glhilder @Adman1175 @robinbobula @Charbrevolution @kidoctr @Joshua1_5 @BlueLionBlog @Vbalance03 @boglethemind @PharmaNemesis @3worldmom @carlsmythe @ThisMomHCN @LilEarthling369 @Plasticdoe @Boxmenot @9_11_IsAnInside @ChrisJohnsonMD @CplBart @DEPLORABLBOSTON @what_if_007 @TinFoilAwards @kenjaques @shoshannaclaire @markjarthur @science_guy5 @GingerTaylor @EmmaGPaley @melanaries @jkellyca @Organic_Mumzy @Dr_dad_of_3 @thereal_truther @BlagenLogin @and_kell @ckjellmo @steffieschiltz @regina1775 @badzoot7 @nicolasDenver @LaLaRueFrench75 @VeritasDolor @semperTT @mercola 1-3 ...""Miller's Review"" Story at-a-glance - Comparing vaccination rates in 34 developed nations revealed a significant correlation between infant mortality rates &amp; the number of #vaccine doses infants receive. #vaccines dangers are real &gt; #LearnTheRisk https://t.co/p5FJlUWe62","Negative",99,96.01,69.32,1,25.77,49.5,60.61,32.32,12.12,1.01,0,0,0,0,0,0,1.01,3.03,5.05,1.01,0,2.02,0,1.01,1.01,1.01,1.01,8.08,0,2.02,1.01,1.01,0,0,0,6.06,1.01,1.01,0,2.02,4.04,2.02,0,1.01,1.01,1.01,1.01,2.02,2.02,0,0,2.02,0,2.02,0,0,2.02,0,0,1.01,0,1.01,0,1.01,0,4.04,1.01,3.03,1.01,3.03,0,0,0,0,1.01,1.01,0,1.01,0,0,0,78.79,5.05,0,0,2.02,0,0,4.04,2.02,1.01,0,64.65
"46","@itsmepanda1 @weaponizedword1 @chrisvcsefalvay @jkellyca @WendyOrent @VeritasEver @BlueLionBlog @prof_brunt @nocompulsoryvac @toppediatrician @DescribeSWC @TonyBaduy @MilanovNina @RightWingBlack2 @doritmi @Vbalance03 @ghoppe @xileenie @Joshua1_5 @thereal_truther @djt10 @GeoffSchuler @mcfunny @dkegel @viva__lala @rugbyrhino16 @regina1775 @IntactCervix @ktibus @janem1276 @mmelgar09 @Just4TheCause @openmitochondro @MilenarioxX @xXMilenarioXx @DavidLMayhew @lifebiomedguru @EmmaGPaley @DansMonkeyShack @Gardeniagal4 @t3tragrammat0n @LynnleeMavakay @fiski70 @maunablissed @Apotheosis1974 @Bibimunoz67 @Whats_The_Harm @ProAntiVaxxer @sarah_sxlxp @kenjaques #Vaccination #InjuredArmy #VaccineDamage #Vaccine US Military Managing Adverse Events After Any Vaccination share with everyone #Military get your vaccine injuries documented and service connected https://t.co/94wEUTjSJj","Negative",86,88.77,75.74,1,10.92,86,68.6,31.4,9.3,4.65,2.33,0,1.16,1.16,0,0,2.33,1.16,2.33,1.16,0,1.16,0,2.33,1.16,1.16,0,1.16,1.16,5.81,2.33,3.49,0,1.16,0,4.65,0,0,0,0,3.49,0,0,0,1.16,2.33,0,1.16,0,1.16,0,2.33,2.33,2.33,0,0,8.14,2.33,0,4.65,1.16,0,0,3.49,0,2.33,0,1.16,1.16,3.49,3.49,1.16,0,0,0,1.16,0,1.16,0,0,0,76.74,1.16,0,0,0,0,0,0,0,0,0,75.58
"47","@Jordan_Sather_ @RealMattCouch The massive corruption in the #vaccine industry needs to be addressed too.
👇 
https://t.co/fGPjcfV8eT

@realDonaldTrump #USA #VoteRed #VoteSaveAmerica #WWG1WGA #QAnon #WeThePeople #Trump #WalkAway #RedWave #PatriotsFight #QArmy #GreatAwakening #UnitedWeStand #WeThePeople","Negative",36,96.85,50,1,25.77,18,50,27.78,16.67,0,0,0,0,0,0,0,0,5.56,5.56,2.78,2.78,0,0,5.56,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0,0,2.78,0,0,0,5.56,0,5.56,0,5.56,0,2.78,0,0,0,0,0,2.78,0,2.78,0,0,0,66.67,5.56,0,0,0,0,0,0,0,0,0,61.11
"48","@Just4TheCause @SpectrumomYeah @mcfunny @VeritasEver @seaglass34 @ChrisJohnsonMD @amanda_pompili @JuliaHadley15 @RightWingBlack2 @omreebt @sarah_sxlxp @MsTrixter @RBuzzy1111 @ItsAllLies1 @EmmaGPaley @erikwilson1975 @maureenchuck1 @StopVaxxedLies @GeoffSchuler @LilEarthling369 @Vbalance03 @MAhealthforkids @Plasticdoe @Rosewind2007 @thereal_truther @epballou @Cattlechildren @ruthheasman @carlsmythe @doritmi @steffieschiltz @jdawson38995 @mloxton @maidenwarrior @and_kell @Hi_IQ_Trump @mmelgar09 @Ordnance_Corner @janestaller @IntactCervix @kidoctr @wade_jeremy76 @SalCross @weaponizedword1 @chrisvcsefalvay @itsmepanda1 @REALITYofJNJ @what_if_007 @MissNeminly @AkathisiaRx Hmmm...#Vaccine causes #polio&gt;because OPV contains live, attenuated virus, it carries rare risk for reversion to neurovirulence. In areas w/very low OPV coverage prolonged transmission of vaccine-associated viruses can lead to emergence of vaccine-derived polioviruses (VDPVs)...","Negative",100,92.84,50,1.59,4.95,50,64,29,12,2,0,0,0,0,0,0,2,0,6,1,0,3,0,2,1,0,1,1,0,4,1,3,1,1,1,1,0,0,0,0,5,0,3,1,1,1,1,0,0,0,0,1,0,1,0,0,4,1,1,2,0,1,0,3,0,8,2,6,0,2,0,0,0,0,0,2,0,2,0,1,0,77,7,2,0,1,0,0,2,0,0,2,63
"49","@katiewr31413491 Viagra was tested for 10 years while the #flushot has NEVER been tested on pregnant women! Not one single test! ZERO #informedconsent #flushotscam","Negative",24,60.8,33.83,48.89,25.77,8,20.83,79.17,37.5,0,0,0,0,0,0,0,0,4.17,8.33,12.5,4.17,4.17,8.33,20.83,4.17,0,0,16.67,4.17,0,0,0,0,0,0,8.33,4.17,0,4.17,0,8.33,0,0,0,0,4.17,4.17,0,0,0,0,8.33,0,8.33,8.33,0,0,0,0,0,0,0,16.67,4.17,0,16.67,0,4.17,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,8.33,0,0,0,0,16.67
"50","@kenjaques @DrKND @LaLaRueFrench75 @ThisMomHCN @Just4TheCause @DrPaolini @warriormama1019 @steffieschiltz @and_kell @agargmd @chris_darnielle @markjarthur @JourneysNonnie @debnantz @Charbrevolution @Vbalance03 @LilEarthling369 @RBuzzy1111 @DocMeehan @jim_herd @SuzieQT11 @bobsnee @2ndfor1st @and_McDowell @md444444444 @qtbeauty @semperTT @VeritasDolor @Joshua1_5 @boglethemind @autismspeaks @picphysicians Lots at stake for sure, which is why anyone referring to an “antivax lobby” or agenda in response to parental concerns abt #vaccine safety can’t be trusted. 

Global Vaccine Market TRIPLED in value in just over a decade.

Projected to be $100 BILLION by 2025 https://t.co/3DuGtpZp5H","Negative",91,94.74,58.68,4.78,93.91,30.33,43.96,42.86,26.37,2.2,0,0,0,0,0,0,2.2,2.2,12.09,4.4,2.2,3.3,0,4.4,1.1,0,2.2,4.4,2.2,4.4,4.4,0,0,0,0,3.3,1.1,0,0,0,7.69,1.1,2.2,0,3.3,1.1,1.1,0,0,0,0,0,0,0,0,0,4.4,1.1,0,1.1,0,2.2,1.1,4.4,0,8.79,1.1,6.59,1.1,1.1,0,0,1.1,0,0,2.2,0,2.2,0,0,0,49.45,3.3,1.1,0,0,0,0,0,0,0,0,45.05
"51","@KimMRosenberg @ktibus @EmmaQuinlan @eileeniorio @DoctorChristian #CDC says 19% of cervical cancers not covered by 9-valent #hpv #vaccine, so...idk.","Negative",20,65.29,6.7,3.37,25.77,20,40,45,25,5,5,5,0,0,0,0,0,0,10,0,5,5,10,5,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,5,5,0,5,0,10,0,10,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,5,5,0,0,0,0,5,0,5,0,0,5,75,20,5,0,0,0,0,5,0,0,0,45
"52","@KitemanArgues @justice69hall @DEPLORABLBOSTON @BaronessPvT @debnantz @StopVaxxedLies @eTweeetz @margie_moo @SetagayaGirl @Factcines @VeritasDolor @AlastairMcA30 @LaLaRueFrench75 @urbandictionary @2ndfor1st @and_kell @DocMeehan @jim_herd @doctorsensation @MailOnline #Bullying backfire. Parents with #vaccine injured kids know who the #quacks and #childabusers are #WeDid.
When you hear #antivax think parent with a #VaccineDisabledChild
https://t.co/2lBEtnM9I2","Negative",55,85.88,89.83,1,25.77,18.33,45.45,36.36,18.18,3.64,1.82,0,0,1.82,0,0,1.82,3.64,3.64,1.82,1.82,5.45,0,7.27,0,0,3.64,1.82,0,0,0,0,0,0,0,10.91,3.64,0,0,0,3.64,3.64,0,0,0,0,0,1.82,0,1.82,0,3.64,1.82,3.64,0,0,7.27,3.64,0,3.64,0,0,0,7.27,0,1.82,0,0,1.82,1.82,0,0,0,0,0,1.82,0,1.82,0,0,0,63.64,5.45,0,0,0,0,0,0,0,0,0,58.18
"53","@KitemanArgues @justice69hall @DEPLORABLBOSTON @BaronessPvT @debnantz @StopVaxxedLies @eTweeetz @margie_moo @SetagayaGirl @Factcines @VeritasDolor @AlastairMcA30 @LaLaRueFrench75 @urbandictionary @2ndfor1st @and_kell @DocMeehan @jim_herd @doctorsensation @MailOnline #Bullying backfire. Parents with #vaccine injured kids know who the #quacks and #childabusers are #WeDid.
When you hear #antivax think parent with a #VaccineDisabledChild
https://t.co/2lBEtnM9I2","Negative",55,85.88,89.83,1,25.77,18.33,45.45,36.36,18.18,3.64,1.82,0,0,1.82,0,0,1.82,3.64,3.64,1.82,1.82,5.45,0,7.27,0,0,3.64,1.82,0,0,0,0,0,0,0,10.91,3.64,0,0,0,3.64,3.64,0,0,0,0,0,1.82,0,1.82,0,3.64,1.82,3.64,0,0,7.27,3.64,0,3.64,0,0,0,7.27,0,1.82,0,0,1.82,1.82,0,0,0,0,0,1.82,0,1.82,0,0,0,63.64,5.45,0,0,0,0,0,0,0,0,0,58.18
"54","@kmerian @Plasticdoe @jjfox123 @seaglass34 @KrochetxKorner @amanda_pompili @GeoffSchuler @doritmi @mcfunny @VeritasEver @Vbalance03 @MsTrixter @what_if_007 @Just4TheCause @kidoctr @RogueZebraTMR @jeanetteimpia @SpectrumomYeah @KarmicTimes @LilEarthling369 @RightWingBlack2 @science_guy5 @omreebt @ChrisJohnsonMD @StopVaxxedLies @EmmaGPaley @REALITYofJNJ @Golfergirl2018 @RBuzzy1111 @MissNeminly @AkathisiaRx @Biegenzahn @ADonatiMD @HenningTveit @DefconOneUG @FoxeoGames @MamaBear11011 @chrisvcsefalvay @SentinelM @CarolePaley @skepticalraptor @MichaelGravener @skeptical_nurse @RyanMarino @wangstar20161 @PharmaNemesis @doctorofinfo @weaponizedword1 @thereal_truther @Wallace_Noll Ya got any proof for that ^ statement? Vax History: #Flu #Vaccine Increases Risk of Serious Pandemic Flu Illness - Data from 2009-2010 shows that people who received seasonal flu shot in 2008 had twice the risk of getting H1N1 swine flu. #vaccinesdangers https://t.co/PQnINGXT3h","Negative",104,91.85,68.46,1.99,1.86,34.67,59.62,42.31,12.5,4.81,0.96,0,0,0.96,0,0,3.85,0.96,4.81,0.96,0,0.96,0,2.88,0.96,0,1.92,4.81,0.96,6.73,0.96,3.85,1.92,0.96,0,4.81,0,0.96,0,0.96,6.73,2.88,0,0.96,3.85,1.92,0.96,0.96,0.96,0,0,6.73,0,6.73,0,0,4.81,0,0,0.96,1.92,1.92,1.92,0,0,5.77,1.92,1.92,2.88,1.92,0.96,0,0,0,0,1.92,0,1.92,0,0,0,66.35,1.92,0,0.96,0,0.96,0,1.92,0,0,0,60.58
